// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
//=======0 New ===================
0,35001,1 //Peach Gem
0,35002,10 //Peach Box
0,35003,100 //Peach Chest
0,6417,10//Silvervine
0,16770,80//Silvervine_Fruit_Box10
0,7621,100// Token_Of_Siegfried
//=======1 Hot ===================

1,6635,5 //Blacksmith_Blessing
1,7619,10 //Enriched_Elunium
1,12920,90 //Enriched_Elunium_Box 10
1,7620,10 //Enriched_Oridecon
1,12921,90 //Enriched_Oridecon_Box 10
1,6225,20 //HD_Carnium
1,16261,180 //HD_Carnium_Box10
1,6226,20 //HD_Bradium
1,16260,180 //HD_Bradium_Box10

//=======5 Gear ==================

5,2589,2000 //Fallen_Angel_Wing
5,5372,1000 //Drooping_White_Kitty
5,5464,1000//Zaha_Doll_Hat
5,5470,1000 // Darkness Eye
5,5592,1000//Sigrun's_Wing,Sigrun's Wings
5,18813,1000 //New_Wave_Sunglasses
//=======6 Heal/Consumable========
6,12411,100 //HE_Battle_Manual
6,12412,100 //HE_Bubble_Gum
6,12428,1 //Enrich_White_PotionZ
6,12437,5 //Enrich_Celermine_Juice
6,12472,50 //F_Convex_Mirror
6,35005,500 // Clothes_Box

//======== 2 Limited costume ======

2,31027,200
2,31028,200
2,31029,200
2,31030,200
2,31031,200
2,31032,200
2,31033,200
2,31034,200
2,31035,200
2,31036,200
2,31037,200
2,31038,200
2,31039,200
2,31040,200
2,31041,200
2,31042,200
2,31043,200
2,31044,200
2,31045,200
2,31046,200
2,31047,200
2,31048,200
2,31049,200
2,31050,200
2,31051,200
2,31052,200
2,31053,200
2,31054,200
2,31055,200
2,31056,200
2,31057,200
2,31058,200
2,31059,200
2,31060,200
2,31061,200
2,31062,200
2,31063,200
2,31064,200
2,31065,200
2,31066,200
2,31067,200
2,31068,200
2,31069,200
2,31070,200
2,31071,200
2,31072,200
2,31073,200
2,31074,200
2,31075,200
2,31076,200
2,31077,200
2,31078,200
2,31079,200
2,31080,200
2,31081,200
2,31082,200
2,31083,200
2,31084,200
2,31085,200
2,31086,200
2,31087,200
2,31088,200
2,31089,200
2,31090,200
2,31091,200
2,31092,200
2,31093,200
2,31094,200
2,31095,200
2,31096,200
2,31097,200
2,31098,200
2,31099,200
2,31100,200
2,31101,200
2,31102,200
2,31103,200
2,31104,200
2,31105,200
2,31106,200
2,31107,200
2,31113,200
2,31114,200
2,31117,200
2,31118,200
2,31119,200
2,31120,200
2,31121,200
2,31122,200
2,31123,200
2,31124,200
2,31125,200
2,31126,200
2,31128,200
2,31129,200
2,31130,200
2,31131,200
2,31132,200
2,31133,200
2,31134,200
2,31135,200
2,31136,200
2,31137,200
2,31138,200
2,31139,200
2,31140,200
2,31141,200
2,31142,200
2,31144,200
2,31145,200
2,31146,200
2,31147,200
2,31148,200
2,31149,200
2,31150,200
2,31151,200
2,31152,200
2,31153,200
2,31154,200
2,31158,200
2,31160,200
2,31161,200
2,31162,200
2,31163,200
2,31164,200
2,31165,200
2,31166,200
2,31167,200
2,31168,200
2,31169,200
2,31170,200
2,31171,200
2,31172,200
2,31173,200
2,31174,200
2,31175,200
2,31176,200
2,31177,200
2,31178,200
2,31179,200
2,31180,200
2,31181,200
2,31182,200
2,31183,200
2,31184,200
2,31185,200
2,31186,200
2,31187,200
2,31188,200
2,31189,200
2,31190,200
2,31193,200
2,31194,200
2,31195,200
2,31196,200
2,31197,200
2,31198,200
2,31199,200
2,31200,200
2,31201,200
2,31202,200
2,31203,200
2,31204,200
2,31205,200
2,31206,200
2,31207,200
2,31208,200
2,31209,200
2,31210,200
2,31211,200
2,31212,200
2,31213,200
2,31214,200
2,31215,200
2,31216,200
2,31217,200
2,31218,200
2,31219,200
2,31220,200
2,31221,200
2,31222,200
2,31223,200
2,31224,200
2,31225,200
2,31226,200
2,31227,200
2,31228,200
2,31229,200
2,31230,200
2,31231,200
2,31232,200
2,31233,200
2,31234,200
2,31235,200
2,31236,200
2,31237,200
2,31238,200
2,31239,200
2,31240,200
2,31241,200
2,31242,200
2,31243,200
2,31244,200
2,31245,200
2,31246,200
2,31247,200
2,31248,200
2,31249,200
2,31250,200
2,31251,200
2,31252,200
2,31253,200
2,31254,200
2,31255,200
2,31256,200
2,31260,200
2,31261,200
2,31262,200
2,31263,200
2,31264,200
2,31265,200
2,31266,200
2,31267,200
2,31268,200
2,31269,200
2,31270,200
2,31271,200
2,31272,200
2,31273,200
2,31274,200
2,31275,200
2,31276,200
2,31277,200
2,31278,200
2,31279,200
2,31280,200
2,31281,200
2,31282,200
2,31283,200
2,31284,200
2,31285,200
2,31286,200
2,31287,200
2,31288,200
2,31289,200
2,31290,200
2,31291,200
2,31293,200
2,31294,200
2,31295,200
2,31296,200
2,31297,200
2,31298,200
2,31299,200
2,31300,200
2,31301,200
2,31302,200
2,31303,200
2,31304,200
2,31306,200
2,31307,200
2,31308,200
2,31309,200
2,31310,200
2,31311,200
2,31312,200
2,31313,200
2,31314,200
2,31315,200
2,31316,200
2,31317,200
2,31318,200
2,31319,200
2,31320,200
2,31321,200
2,31322,200
2,31323,200
2,31325,200
2,31326,200
2,31327,200
2,31328,200
2,31329,200
2,31330,200
2,31331,200
2,31332,200
2,31368,200
2,31369,200
2,31370,200
2,31373,200
2,31374,200
2,31375,200
2,31376,200
2,31377,200
2,31378,200
2,31379,200
2,31380,200
2,31381,200
2,31382,200
2,31383,200
2,31384,200
2,31385,200
2,31387,200
2,31389,200
2,31390,200
2,31391,200
2,31392,200
2,31393,200
2,31394,200
2,31395,200
2,31396,200
2,31397,200
2,31398,200
2,31399,200
2,31401,200
2,31402,200
2,31403,200
2,31404,200
2,31405,200
2,31406,200
2,31407,200
2,31408,200
2,31409,200
2,31410,200
2,31411,200
2,31412,200
2,31413,200
2,31414,200
2,31415,200
2,31417,200
2,31418,200
2,31420,200
2,31432,200
2,31433,200
2,31434,200
2,31435,200
2,31436,200
2,31437,200
2,31438,200
2,31439,200
2,31440,200
2,31441,200
2,31442,200
2,31443,200
2,31444,200
2,31446,200
2,31447,200
2,31448,200
2,31449,200
2,31450,200
2,31451,200
2,31452,200
2,31453,200
2,31454,200
2,31455,200
2,31456,200
2,31457,200
2,31459,200
2,31460,200
2,31463,200
2,31464,200
2,31465,200
2,31466,200
2,31467,200
2,31468,200
2,31469,200
2,31470,200
2,31471,200
2,31472,200
2,31473,200
2,31474,200
2,31475,200
2,31476,200
2,31477,200
2,31478,200
2,31481,200
2,31484,200
2,31485,200
2,31486,200
2,31487,200
2,31488,200
2,31489,200
2,31490,200
2,31491,200
2,31492,200
2,31493,200
2,31494,200
2,31495,200
2,31496,200
2,31498,200
2,31504,200
2,31505,200
2,31506,200
2,31507,200
2,31508,200
2,31509,200
2,31510,200
2,31511,200
2,31512,200
2,31513,200
2,31516,200
2,31517,200
2,31518,200
2,31519,200
2,31520,200
2,31521,200
2,31522,200
2,31523,200
2,31524,200
2,31526,200
2,31528,200
2,31529,200
2,31531,200
2,31533,200
2,31538,200
2,31540,200
2,31541,200
2,31542,200
2,31543,200
2,31544,200
2,31545,200
2,31546,200
2,31547,200
2,31548,200
2,31549,200
2,31550,200
2,31551,200
2,31552,200
2,31553,200
2,31554,200
2,31555,200
2,31556,200
2,31559,200
2,31560,200
2,31561,200
2,31562,200
2,31563,200
2,31564,200
2,31565,200
2,31566,200
2,31567,200
2,31569,200
2,31570,200
2,31571,200
2,31572,200
2,31573,200
2,31574,200
2,31575,200
2,31576,200
2,31577,200
2,31578,200
2,31579,200
2,31580,200
2,31581,200
2,31582,200
2,31583,200






